date,district,confirmed,deaths,from_abroad,known_domestic_source
2020-03-22,Etelä-Savo,10,0,0,0
2020-03-22,HUS,613,0,0,0
2020-03-22,Itä-Savo,1,0,0,0
2020-03-22,Kainuu,4,0,0,0
2020-03-22,Kanta-Häme,19,0,0,0
2020-03-22,Keski-Pohjanmaa,4,0,0,0
2020-03-22,Keski-Suomi,28,0,0,0
2020-03-22,Kymenlaakso,7,0,0,0
2020-03-22,Lappi,3,0,0,0
2020-03-22,Länsi-Pohja,3,0,0,0
2020-03-22,Pirkanmaa,56,0,0,0
2020-03-22,Pohjois-Karjala,7,0,0,0
2020-03-22,Pohjois-Pohjanmaa,42,0,0,0
2020-03-22,Pohjois-Savo,13,0,0,0
2020-03-22,Päijät-Häme,7,0,0,0
2020-03-22,Satakunta,17,0,0,0
2020-03-22,Vaasa,16,0,0,0
2020-03-22,Varsinais-Suomi,38,0,0,0
2020-03-23,Ahvenanmaa,5,0,0,0
2020-03-23,Etelä-Karjala,8,0,0,0
2020-03-23,Etelä-Pohjanmaa,7,0,0,0
2020-03-23,Etelä-Savo,11,0,0,0
2020-03-23,HUS,654,0,0,0
2020-03-23,Itä-Savo,1,0,0,0
2020-03-23,Kainuu,4,0,0,0
2020-03-23,Kanta-Häme,19,0,0,0
2020-03-23,Keski-Pohjanmaa,4,0,0,0
2020-03-23,Keski-Suomi,31,0,0,0
2020-03-23,Kymenlaakso,8,0,0,0
2020-03-23,Lappi,3,0,0,0
2020-03-23,Länsi-Pohja,4,0,0,0
2020-03-23,Pirkanmaa,67,0,0,0
2020-03-23,Pohjois-Karjala,7,0,0,0
2020-03-23,Pohjois-Pohjanmaa,43,0,0,0
2020-03-23,Pohjois-Savo,19,0,0,0
2020-03-23,Päijät-Häme,15,0,0,0
2020-03-23,Satakunta,17,0,0,0
2020-03-23,Vaasa,16,0,0,0
2020-03-23,Varsinais-Suomi,45,0,0,0
2020-03-24,Ahvenanmaa,5,0,0,0
2020-03-24,Etelä-Karjala,9,0,0,0
2020-03-24,Etelä-Pohjanmaa,11,0,0,0
2020-03-24,Etelä-Savo,13,0,0,0
2020-03-24,HUS,707,0,0,0
2020-03-24,Itä-Savo,1,0,0,0
2020-03-24,Kainuu,5,0,0,0
2020-03-24,Kanta-Häme,22,0,0,0
2020-03-24,Keski-Pohjanmaa,4,0,0,0
2020-03-24,Keski-Suomi,34,0,0,0
2020-03-24,Kymenlaakso,8,0,0,0
2020-03-24,Lappi,5,0,0,0
2020-03-24,Länsi-Pohja,4,0,0,0
2020-03-24,Pirkanmaa,77,0,0,0
2020-03-24,Pohjois-Karjala,8,0,0,0
2020-03-24,Pohjois-Pohjanmaa,44,0,0,0
2020-03-24,Pohjois-Savo,22,0,0,0
2020-03-24,Päijät-Häme,22,0,0,0
2020-03-24,Satakunta,17,0,0,0
2020-03-24,Vaasa,18,0,0,0
2020-03-24,Varsinais-Suomi,51,0,0,0
2020-03-25,Ahvenanmaa,7,0,0,0
2020-03-25,Etelä-Karjala,9,0,0,0
2020-03-25,Etelä-Pohjanmaa,12,0,0,0
2020-03-25,Etelä-Savo,14,0,0,0
2020-03-25,HUS,760,0,0,0
2020-03-25,Itä-Savo,2,0,0,0
2020-03-25,Kainuu,5,0,0,0
2020-03-25,Kanta-Häme,22,0,0,0
2020-03-25,Keski-Pohjanmaa,4,0,0,0
2020-03-25,Keski-Suomi,47,0,0,0
2020-03-25,Kymenlaakso,9,0,0,0
2020-03-25,Lappi,6,0,0,0
2020-03-25,Länsi-Pohja,4,0,0,0
2020-03-25,Pirkanmaa,89,0,0,0
2020-03-25,Pohjois-Karjala,8,0,0,0
2020-03-25,Pohjois-Pohjanmaa,46,0,0,0
2020-03-25,Pohjois-Savo,27,0,0,0
2020-03-25,Päijät-Häme,25,0,0,0
2020-03-25,Satakunta,18,0,0,0
2020-03-25,Vaasa,19,0,0,0
2020-03-25,Varsinais-Suomi,57,0,0,0
2020-03-26,Ahvenanmaa,7,0,0,0
2020-03-26,Etelä-Karjala,9,0,0,0
2020-03-26,Etelä-Pohjanmaa,12,0,0,0
2020-03-26,Etelä-Savo,19,0,0,0
2020-03-26,HUS,819,0,0,0
2020-03-26,Itä-Savo,2,0,0,0
2020-03-26,Kainuu,7,0,0,0
2020-03-26,Kanta-Häme,22,0,0,0
2020-03-26,Keski-Pohjanmaa,5,0,0,0
2020-03-26,Keski-Suomi,50,0,0,0
2020-03-26,Kymenlaakso,9,0,0,0
2020-03-26,Lappi,10,0,0,0
2020-03-26,Länsi-Pohja,6,0,0,0
2020-03-26,Pirkanmaa,102,0,0,0
2020-03-26,Pohjois-Karjala,10,0,0,0
2020-03-26,Pohjois-Pohjanmaa,50,0,0,0
2020-03-26,Pohjois-Savo,31,0,0,0
2020-03-26,Päijät-Häme,27,0,0,0
2020-03-26,Satakunta,20,0,0,0
2020-03-26,Vaasa,22,0,0,0
2020-03-26,Varsinais-Suomi,65,0,0,0
2020-03-27,Ahvenanmaa,7,0,0,0
2020-03-27,Etelä-Karjala,9,0,0,0
2020-03-27,Etelä-Pohjanmaa,13,0,0,0
2020-03-27,Etelä-Savo,22,0,0,0
2020-03-27,HUS,868,0,0,0
2020-03-27,Itä-Savo,2,0,0,0
2020-03-27,Kainuu,8,0,0,0
2020-03-27,Kanta-Häme,23,0,0,0
2020-03-27,Keski-Pohjanmaa,5,0,0,0
2020-03-27,Keski-Suomi,51,0,0,0
2020-03-27,Kymenlaakso,10,0,0,0
2020-03-27,Lappi,13,0,0,0
2020-03-27,Länsi-Pohja,6,0,0,0
2020-03-27,Pirkanmaa,111,0,0,0
2020-03-27,Pohjois-Karjala,12,0,0,0
2020-03-27,Pohjois-Pohjanmaa,59,0,0,0
2020-03-27,Pohjois-Savo,35,0,0,0
2020-03-27,Päijät-Häme,30,0,0,0
2020-03-27,Satakunta,23,0,0,0
2020-03-27,Vaasa,23,0,0,0
2020-03-27,Varsinais-Suomi,69,0,0,0
2020-03-28,Ahvenanmaa,7,0,0,0
2020-03-28,Etelä-Karjala,9,0,0,0
2020-03-28,Etelä-Pohjanmaa,13,0,0,0
2020-03-28,Etelä-Savo,25,0,0,0
2020-03-28,HUS,921,0,0,0
2020-03-28,Itä-Savo,2,0,0,0
2020-03-28,Kainuu,12,0,0,0
2020-03-28,Kanta-Häme,25,0,0,0
2020-03-28,Keski-Pohjanmaa,5,0,0,0
2020-03-28,Keski-Suomi,51,0,0,0
2020-03-28,Kymenlaakso,12,0,0,0
2020-03-28,Lappi,16,0,0,0
2020-03-28,Länsi-Pohja,6,0,0,0
2020-03-28,Pirkanmaa,115,0,0,0
2020-03-28,Pohjois-Karjala,12,0,0,0
2020-03-28,Pohjois-Pohjanmaa,60,0,0,0
2020-03-28,Pohjois-Savo,37,0,0,0
2020-03-28,Päijät-Häme,31,0,0,0
2020-03-28,Satakunta,24,0,0,0
2020-03-28,Vaasa,23,0,0,0
2020-03-28,Varsinais-Suomi,70,0,0,0
2020-03-29,Ahvenanmaa,7,0,0,0
2020-03-29,Etelä-Karjala,9,0,0,0
2020-03-29,Etelä-Pohjanmaa,13,0,0,0
2020-03-29,Etelä-Savo,25,0,0,0
2020-03-29,HUS,968,0,0,0
2020-03-29,Itä-Savo,2,0,0,0
2020-03-29,Kainuu,15,0,0,0
2020-03-29,Kanta-Häme,28,0,0,0
2020-03-29,Keski-Pohjanmaa,5,0,0,0
2020-03-29,Keski-Suomi,58,0,0,0
2020-03-29,Kymenlaakso,14,0,0,0
2020-03-29,Lappi,16,0,0,0
2020-03-29,Länsi-Pohja,6,0,0,0
2020-03-29,Pirkanmaa,116,0,0,0
2020-03-29,Pohjois-Karjala,12,0,0,0
2020-03-29,Pohjois-Pohjanmaa,63,0,0,0
2020-03-29,Pohjois-Savo,39,0,0,0
2020-03-29,Päijät-Häme,32,0,0,0
2020-03-29,Satakunta,25,0,0,0
2020-03-29,Vaasa,23,0,0,0
2020-03-29,Varsinais-Suomi,70,0,0,0
2020-03-30,Ahvenanmaa,7,0,0,0
2020-03-30,Etelä-Karjala,9,0,0,0
2020-03-30,Etelä-Pohjanmaa,15,0,0,0
2020-03-30,Etelä-Savo,27,0,0,0
2020-03-30,HUS,1028,0,0,0
2020-03-30,Itä-Savo,3,0,0,0
2020-03-30,Kainuu,17,0,0,0
2020-03-30,Kanta-Häme,32,0,0,0
2020-03-30,Keski-Pohjanmaa,5,0,0,0
2020-03-30,Keski-Suomi,69,0,0,0
2020-03-30,Kymenlaakso,14,0,0,0
2020-03-30,Lappi,28,0,0,0
2020-03-30,Länsi-Pohja,6,0,0,0
2020-03-30,Pirkanmaa,124,0,0,0
2020-03-30,Pohjois-Karjala,12,0,0,0
2020-03-30,Pohjois-Pohjanmaa,67,0,0,0
2020-03-30,Pohjois-Savo,46,0,0,0
2020-03-30,Päijät-Häme,34,0,0,0
2020-03-30,Satakunta,29,0,0,0
2020-03-30,Vaasa,24,0,0,0
2020-03-30,Varsinais-Suomi,79,0,0,0
2020-03-31,Ahvenanmaa,7,0,0,0
2020-03-31,Etelä-Karjala,10,0,0,0
2020-03-31,Etelä-Pohjanmaa,19,0,0,0
2020-03-31,Etelä-Savo,28,0,0,0
2020-03-31,HUS,1100,0,0,0
2020-03-31,Itä-Savo,3,0,0,0
2020-03-31,Kainuu,20,0,0,0
2020-03-31,Kanta-Häme,36,0,0,0
2020-03-31,Keski-Pohjanmaa,5,0,0,0
2020-03-31,Keski-Suomi,73,0,0,0
2020-03-31,Kymenlaakso,14,0,0,0
2020-03-31,Lappi,31,0,0,0
2020-03-31,Länsi-Pohja,8,0,0,0
2020-03-31,Pirkanmaa,128,0,0,0
2020-03-31,Pohjois-Karjala,13,0,0,0
2020-03-31,Pohjois-Pohjanmaa,73,0,0,0
2020-03-31,Pohjois-Savo,53,0,0,0
2020-03-31,Päijät-Häme,39,0,0,0
2020-03-31,Satakunta,29,0,0,0
2020-03-31,Vaasa,26,0,0,0
2020-03-31,Varsinais-Suomi,85,0,0,0
2020-04-01,Ahvenanmaa,7,0,0,0
2020-04-01,Etelä-Karjala,11,0,0,0
2020-04-01,Etelä-Pohjanmaa,23,0,0,0
2020-04-01,Etelä-Savo,29,0,0,0
2020-04-01,HUS,1199,0,0,0
2020-04-01,Itä-Savo,3,0,0,0
2020-04-01,Kainuu,23,0,0,0
2020-04-01,Kanta-Häme,39,0,0,0
2020-04-01,Keski-Pohjanmaa,7,0,0,0
2020-04-01,Keski-Suomi,77,0,0,0
2020-04-01,Kymenlaakso,15,0,0,0
2020-04-01,Lappi,33,0,0,0
2020-04-01,Länsi-Pohja,12,0,0,0
2020-04-01,Pirkanmaa,132,0,0,0
2020-04-01,Pohjois-Karjala,14,0,0,0
2020-04-01,Pohjois-Pohjanmaa,76,0,0,0
2020-04-01,Pohjois-Savo,58,0,0,0
2020-04-01,Päijät-Häme,42,0,0,0
2020-04-01,Satakunta,31,0,0,0
2020-04-01,Vaasa,27,0,0,0
2020-04-01,Varsinais-Suomi,90,0,0,0
2020-04-02,Ahvenanmaa,7,0,0,0
2020-04-02,Etelä-Karjala,11,0,0,0
2020-04-02,Etelä-Pohjanmaa,24,0,0,0
2020-04-02,Etelä-Savo,30,0,0,0
2020-04-02,HUS,1303,0,0,0
2020-04-02,Itä-Savo,7,0,0,0
2020-04-02,Kainuu,25,0,0,0
2020-04-02,Kanta-Häme,40,0,0,0
2020-04-02,Keski-Pohjanmaa,7,0,0,0
2020-04-02,Keski-Suomi,83,0,0,0
2020-04-02,Kymenlaakso,17,0,0,0
2020-04-02,Lappi,35,0,0,0
2020-04-02,Länsi-Pohja,14,0,0,0
2020-04-02,Pirkanmaa,143,0,0,0
2020-04-02,Pohjois-Karjala,14,0,0,0
2020-04-02,Pohjois-Pohjanmaa,79,0,0,0
2020-04-02,Pohjois-Savo,62,0,0,0
2020-04-02,Päijät-Häme,43,0,0,0
2020-04-02,Satakunta,33,0,0,0
2020-04-02,Vaasa,29,0,0,0
2020-04-02,Varsinais-Suomi,103,0,0,0
2020-04-03,Ahvenanmaa,8,0,0,0
2020-04-03,Etelä-Karjala,11,0,0,0
2020-04-03,Etelä-Pohjanmaa,26,0,0,0
2020-04-03,Etelä-Savo,31,0,0,0
2020-04-03,HUS,1435,0,0,0
2020-04-03,Itä-Savo,7,0,0,0
2020-04-03,Kainuu,30,0,0,0
2020-04-03,Kanta-Häme,44,0,0,0
2020-04-03,Keski-Pohjanmaa,7,0,0,0
2020-04-03,Keski-Suomi,88,0,0,0
2020-04-03,Kymenlaakso,17,0,0,0
2020-04-03,Lappi,36,0,0,0
2020-04-03,Länsi-Pohja,18,0,0,0
2020-04-03,Pirkanmaa,157,0,0,0
2020-04-03,Pohjois-Karjala,14,0,0,0
2020-04-03,Pohjois-Pohjanmaa,83,0,0,0
2020-04-03,Pohjois-Savo,71,0,0,0
2020-04-03,Päijät-Häme,46,0,0,0
2020-04-03,Satakunta,34,0,0,0
2020-04-03,Vaasa,30,0,0,0
2020-04-03,Varsinais-Suomi,115,0,0,0
2020-04-04,Ahvenanmaa,8,0,0,0
2020-04-04,Etelä-Karjala,11,0,0,0
2020-04-04,Etelä-Pohjanmaa,26,0,0,0
2020-04-04,Etelä-Savo,32,0,0,0
2020-04-04,HUS,1492,0,0,0
2020-04-04,Itä-Savo,8,0,0,0
2020-04-04,Kainuu,31,0,0,0
2020-04-04,Kanta-Häme,45,0,0,0
2020-04-04,Keski-Pohjanmaa,9,0,0,0
2020-04-04,Keski-Suomi,91,0,0,0
2020-04-04,Kymenlaakso,19,0,0,0
2020-04-04,Lappi,38,0,0,0
2020-04-04,Länsi-Pohja,20,0,0,0
2020-04-04,Pirkanmaa,159,0,0,0
2020-04-04,Pohjois-Karjala,14,0,0,0
2020-04-04,Pohjois-Pohjanmaa,85,0,0,0
2020-04-04,Pohjois-Savo,73,0,0,0
2020-04-04,Päijät-Häme,46,0,0,0
2020-04-04,Satakunta,34,0,0,0
2020-04-04,Vaasa,31,0,0,0
2020-04-04,Varsinais-Suomi,117,0,0,0
2020-04-05,Ahvenanmaa,8,0,0,0
2020-04-05,Etelä-Karjala,11,0,0,0
2020-04-05,Etelä-Pohjanmaa,26,0,0,0
2020-04-05,Etelä-Savo,32,0,0,0
2020-04-05,HUS,1579,0,0,0
2020-04-05,Itä-Savo,9,0,0,0
2020-04-05,Kainuu,34,0,0,0
2020-04-05,Kanta-Häme,50,0,0,0
2020-04-05,Keski-Pohjanmaa,9,0,0,0
2020-04-05,Keski-Suomi,92,0,0,0
2020-04-05,Kymenlaakso,24,0,0,0
2020-04-05,Lappi,39,0,0,0
2020-04-05,Länsi-Pohja,23,0,0,0
2020-04-05,Pirkanmaa,162,0,0,0
2020-04-05,Pohjois-Karjala,14,0,0,0
2020-04-05,Pohjois-Pohjanmaa,88,0,0,0
2020-04-05,Pohjois-Savo,75,0,0,0
2020-04-05,Päijät-Häme,46,0,0,0
2020-04-05,Satakunta,34,0,0,0
2020-04-05,Vaasa,32,0,0,0
2020-04-05,Varsinais-Suomi,121,0,0,0
2020-04-06,Ahvenanmaa,8,0,0,0
2020-04-06,Etelä-Karjala,11,0,0,0
2020-04-06,Etelä-Pohjanmaa,27,0,0,0
2020-04-06,Etelä-Savo,33,0,0,0
2020-04-06,HUS,1726,0,0,0
2020-04-06,Itä-Savo,9,0,0,0
2020-04-06,Kainuu,37,0,0,0
2020-04-06,Kanta-Häme,56,0,0,0
2020-04-06,Keski-Pohjanmaa,11,0,0,0
2020-04-06,Keski-Suomi,95,0,0,0
2020-04-06,Kymenlaakso,25,0,0,0
2020-04-06,Lappi,41,0,0,0
2020-04-06,Länsi-Pohja,32,0,0,0
2020-04-06,Pirkanmaa,168,0,0,0
2020-04-06,Pohjois-Karjala,15,0,0,0
2020-04-06,Pohjois-Pohjanmaa,93,0,0,0
2020-04-06,Pohjois-Savo,81,0,0,0
2020-04-06,Päijät-Häme,48,0,0,0
2020-04-06,Satakunta,36,0,0,0
2020-04-06,Vaasa,36,0,0,0
2020-04-06,Varsinais-Suomi,131,0,0,0
2020-04-07,Ahvenanmaa,8,0,0,0
2020-04-07,Etelä-Karjala,11,0,0,0
2020-04-07,Etelä-Pohjanmaa,29,0,0,0
2020-04-07,Etelä-Savo,34,0,0,0
2020-04-07,HUS,1855,0,0,0
2020-04-07,Itä-Savo,9,0,0,0
2020-04-07,Kainuu,39,0,0,0
2020-04-07,Kanta-Häme,58,0,0,0
2020-04-07,Keski-Pohjanmaa,11,0,0,0
2020-04-07,Keski-Suomi,100,0,0,0
2020-04-07,Kymenlaakso,27,0,0,0
2020-04-07,Lappi,50,0,0,0
2020-04-07,Länsi-Pohja,38,0,0,0
2020-04-07,Pirkanmaa,172,0,0,0
2020-04-07,Pohjois-Karjala,16,0,0,0
2020-04-07,Pohjois-Pohjanmaa,95,0,0,0
2020-04-07,Pohjois-Savo,97,0,0,0
2020-04-07,Päijät-Häme,50,0,0,0
2020-04-07,Satakunta,37,0,0,0
2020-04-07,Vaasa,37,0,0,0
2020-04-07,Varsinais-Suomi,145,0,0,0
2020-04-08,Ahvenanmaa,8,0,0,0
2020-04-08,Etelä-Karjala,12,0,0,0
2020-04-08,Etelä-Pohjanmaa,30,0,0,0
2020-04-08,Etelä-Savo,35,0,0,0
2020-04-08,HUS,1951,0,0,0
2020-04-08,Itä-Savo,9,0,0,0
2020-04-08,Kainuu,40,0,0,0
2020-04-08,Kanta-Häme,60,0,0,0
2020-04-08,Keski-Pohjanmaa,12,0,0,0
2020-04-08,Keski-Suomi,105,0,0,0
2020-04-08,Kymenlaakso,28,0,0,0
2020-04-08,Lappi,51,0,0,0
2020-04-08,Länsi-Pohja,43,0,0,0
2020-04-08,Pirkanmaa,175,0,0,0
2020-04-08,Pohjois-Karjala,17,0,0,0
2020-04-08,Pohjois-Pohjanmaa,99,0,0,0
2020-04-08,Pohjois-Savo,99,0,0,0
2020-04-08,Päijät-Häme,52,0,0,0
2020-04-08,Satakunta,38,0,0,0
2020-04-08,Vaasa,39,0,0,0
2020-04-08,Varsinais-Suomi,153,0,0,0
2020-04-09,Ahvenanmaa,9,0,0,0
2020-04-09,Etelä-Karjala,14,0,0,0
2020-04-09,Etelä-Pohjanmaa,31,0,0,0
2020-04-09,Etelä-Savo,37,0,0,0
2020-04-09,HUS,2055,0,0,0
2020-04-09,Itä-Savo,9,0,0,0
2020-04-09,Kainuu,42,0,0,0
2020-04-09,Kanta-Häme,62,0,0,0
2020-04-09,Keski-Pohjanmaa,14,0,0,0
2020-04-09,Keski-Suomi,106,0,0,0
2020-04-09,Kymenlaakso,28,0,0,0
2020-04-09,Lappi,56,0,0,0
2020-04-09,Länsi-Pohja,45,0,0,0
2020-04-09,Pirkanmaa,179,0,0,0
2020-04-09,Pohjois-Karjala,17,0,0,0
2020-04-09,Pohjois-Pohjanmaa,103,0,0,0
2020-04-09,Pohjois-Savo,104,0,0,0
2020-04-09,Päijät-Häme,54,0,0,0
2020-04-09,Satakunta,41,0,0,0
2020-04-09,Vaasa,40,0,0,0
2020-04-09,Varsinais-Suomi,168,0,0,0
2020-04-10,Ahvenanmaa,9,0,0,0
2020-04-10,Etelä-Karjala,14,0,0,0
2020-04-10,Etelä-Pohjanmaa,32,0,0,0
2020-04-10,Etelä-Savo,37,0,0,0
2020-04-10,HUS,2113,0,0,0
2020-04-10,Itä-Savo,9,0,0,0
2020-04-10,Kainuu,42,0,0,0
2020-04-10,Kanta-Häme,62,0,0,0
2020-04-10,Keski-Pohjanmaa,14,0,0,0
2020-04-10,Keski-Suomi,108,0,0,0
2020-04-10,Kymenlaakso,28,0,0,0
2020-04-10,Lappi,56,0,0,0
2020-04-10,Länsi-Pohja,47,0,0,0
2020-04-10,Pirkanmaa,179,0,0,0
2020-04-10,Pohjois-Karjala,17,0,0,0
2020-04-10,Pohjois-Pohjanmaa,103,0,0,0
2020-04-10,Pohjois-Savo,105,0,0,0
2020-04-10,Päijät-Häme,56,0,0,0
2020-04-10,Satakunta,41,0,0,0
2020-04-10,Vaasa,40,0,0,0
2020-04-10,Varsinais-Suomi,173,0,0,0
2020-04-11,Ahvenanmaa,10,0,0,0
2020-04-11,Etelä-Karjala,14,0,0,0
2020-04-11,Etelä-Pohjanmaa,32,0,0,0
2020-04-11,Etelä-Savo,41,0,0,0
2020-04-11,HUS,2156,0,0,0
2020-04-11,Itä-Savo,9,0,0,0
2020-04-11,Kainuu,43,0,0,0
2020-04-11,Kanta-Häme,62,0,0,0
2020-04-11,Keski-Pohjanmaa,14,0,0,0
2020-04-11,Keski-Suomi,108,0,0,0
2020-04-11,Kymenlaakso,28,0,0,0
2020-04-11,Lappi,58,0,0,0
2020-04-11,Länsi-Pohja,52,0,0,0
2020-04-11,Pirkanmaa,187,0,0,0
2020-04-11,Pohjois-Karjala,19,0,0,0
2020-04-11,Pohjois-Pohjanmaa,104,0,0,0
2020-04-11,Pohjois-Savo,108,0,0,0
2020-04-11,Päijät-Häme,56,0,0,0
2020-04-11,Satakunta,42,0,0,0
2020-04-11,Vaasa,41,0,0,0
2020-04-11,Varsinais-Suomi,176,0,0,0
2020-04-12,Ahvenanmaa,10,0,0,0
2020-04-12,Etelä-Karjala,14,0,0,0
2020-04-12,Etelä-Pohjanmaa,33,0,0,0
2020-04-12,Etelä-Savo,41,0,0,0
2020-04-12,HUS,2214,0,0,0
2020-04-12,Itä-Savo,9,0,0,0
2020-04-12,Kainuu,44,0,0,0
2020-04-12,Kanta-Häme,64,0,0,0
2020-04-12,Keski-Pohjanmaa,14,0,0,0
2020-04-12,Keski-Suomi,109,0,0,0
2020-04-12,Kymenlaakso,29,0,0,0
2020-04-12,Lappi,60,0,0,0
2020-04-12,Länsi-Pohja,54,0,0,0
2020-04-12,Pirkanmaa,189,0,0,0
2020-04-12,Pohjois-Karjala,20,0,0,0
2020-04-12,Pohjois-Pohjanmaa,104,0,0,0
2020-04-12,Pohjois-Savo,110,0,0,0
2020-04-12,Päijät-Häme,58,0,0,0
2020-04-12,Satakunta,42,0,0,0
2020-04-12,Vaasa,41,0,0,0
2020-04-12,Varsinais-Suomi,180,0,0,0
2020-04-13,Ahvenanmaa,10,0,0,0
2020-04-13,Etelä-Karjala,14,0,0,0
2020-04-13,Etelä-Pohjanmaa,33,0,0,0
2020-04-13,Etelä-Savo,43,0,0,0
2020-04-13,HUS,2307,0,0,0
2020-04-13,Itä-Savo,10,0,0,0
2020-04-13,Kainuu,44,0,0,0
2020-04-13,Kanta-Häme,64,0,0,0
2020-04-13,Keski-Pohjanmaa,14,0,0,0
2020-04-13,Keski-Suomi,110,0,0,0
2020-04-13,Kymenlaakso,29,0,0,0
2020-04-13,Lappi,61,0,0,0
2020-04-13,Länsi-Pohja,61,0,0,0
2020-04-13,Pirkanmaa,189,0,0,0
2020-04-13,Pohjois-Karjala,20,0,0,0
2020-04-13,Pohjois-Pohjanmaa,104,0,0,0
2020-04-13,Pohjois-Savo,111,0,0,0
2020-04-13,Päijät-Häme,60,0,0,0
2020-04-13,Satakunta,43,0,0,0
2020-04-13,Vaasa,44,0,0,0
2020-04-13,Varsinais-Suomi,185,0,0,0
2020-04-14,Ahvenanmaa,10,0,0,0
2020-04-14,Etelä-Karjala,14,0,0,0
2020-04-14,Etelä-Pohjanmaa,35,0,0,0
2020-04-14,Etelä-Savo,43,0,0,0
2020-04-14,HUS,2433,0,0,0
2020-04-14,Itä-Savo,10,0,0,0
2020-04-14,Kainuu,45,0,0,0
2020-04-14,Kanta-Häme,65,0,0,0
2020-04-14,Keski-Pohjanmaa,14,0,0,0
2020-04-14,Keski-Suomi,113,0,0,0
2020-04-14,Kymenlaakso,30,0,0,0
2020-04-14,Lappi,61,0,0,0
2020-04-14,Länsi-Pohja,67,0,0,0
2020-04-14,Pirkanmaa,190,0,0,0
2020-04-14,Pohjois-Karjala,23,0,0,0
2020-04-14,Pohjois-Pohjanmaa,110,0,0,0
2020-04-14,Pohjois-Savo,115,0,0,0
2020-04-14,Päijät-Häme,62,0,0,0
2020-04-14,Satakunta,45,0,0,0
2020-04-14,Vaasa,44,0,0,0
2020-04-14,Varsinais-Suomi,202,0,0,0
2020-04-15,Ahvenanmaa,10,0,0,0
2020-04-15,Etelä-Karjala,14,0,0,0
2020-04-15,Etelä-Pohjanmaa,35,0,0,0
2020-04-15,Etelä-Savo,43,0,0,0
2020-04-15,HUS,2536,0,0,0
2020-04-15,Itä-Savo,10,0,0,0
2020-04-15,Kainuu,47,0,0,0
2020-04-15,Kanta-Häme,66,0,0,0
2020-04-15,Keski-Pohjanmaa,14,0,0,0
2020-04-15,Keski-Suomi,116,0,0,0
2020-04-15,Kymenlaakso,31,0,0,0
2020-04-15,Lappi,62,0,0,0
2020-04-15,Länsi-Pohja,70,0,0,0
2020-04-15,Pirkanmaa,192,0,0,0
2020-04-15,Pohjois-Karjala,23,0,0,0
2020-04-15,Pohjois-Pohjanmaa,111,0,0,0
2020-04-15,Pohjois-Savo,117,0,0,0
2020-04-15,Päijät-Häme,62,0,0,0
2020-04-15,Satakunta,46,0,0,0
2020-04-15,Vaasa,46,0,0,0
2020-04-15,Varsinais-Suomi,209,0,0,0
2020-04-16,Ahvenanmaa,10,0,0,0
2020-04-16,Etelä-Karjala,14,0,0,0
2020-04-16,Etelä-Pohjanmaa,35,0,0,0
2020-04-16,Etelä-Savo,44,0,0,0
2020-04-16,HUS,2626,0,0,0
2020-04-16,Itä-Savo,10,0,0,0
2020-04-16,Kainuu,47,0,0,0
2020-04-16,Kanta-Häme,67,0,0,0
2020-04-16,Keski-Pohjanmaa,14,0,0,0
2020-04-16,Keski-Suomi,116,0,0,0
2020-04-16,Kymenlaakso,31,0,0,0
2020-04-16,Lappi,64,0,0,0
2020-04-16,Länsi-Pohja,75,0,0,0
2020-04-16,Pirkanmaa,195,0,0,0
2020-04-16,Pohjois-Karjala,24,0,0,0
2020-04-16,Pohjois-Pohjanmaa,111,0,0,0
2020-04-16,Pohjois-Savo,120,0,0,0
2020-04-16,Päijät-Häme,64,0,0,0
2020-04-16,Satakunta,48,0,0,0
2020-04-16,Vaasa,47,0,0,0
2020-04-16,Varsinais-Suomi,217,0,0,0
2020-04-17,Ahvenanmaa,10,0,0,0
2020-04-17,Etelä-Karjala,14,0,0,0
2020-04-17,Etelä-Pohjanmaa,37,0,0,0
2020-04-17,Etelä-Savo,44,0,0,0
2020-04-17,HUS,2723,0,0,0
2020-04-17,Itä-Savo,10,0,0,0
2020-04-17,Kainuu,47,0,0,0
2020-04-17,Kanta-Häme,68,0,0,0
2020-04-17,Keski-Pohjanmaa,14,0,0,0
2020-04-17,Keski-Suomi,116,0,0,0
2020-04-17,Kymenlaakso,31,0,0,0
2020-04-17,Lappi,67,0,0,0
2020-04-17,Länsi-Pohja,80,0,0,0
2020-04-17,Pirkanmaa,197,0,0,0
2020-04-17,Pohjois-Karjala,24,0,0,0
2020-04-17,Pohjois-Pohjanmaa,111,0,0,0
2020-04-17,Pohjois-Savo,121,0,0,0
2020-04-17,Päijät-Häme,66,0,0,0
2020-04-17,Satakunta,48,0,0,0
2020-04-17,Vaasa,48,0,0,0
2020-04-17,Varsinais-Suomi,228,0,0,0
2020-04-18,Ahvenanmaa,10,0,0,0
2020-04-18,Etelä-Karjala,14,0,0,0
2020-04-18,Etelä-Pohjanmaa,37,0,0,0
2020-04-18,Etelä-Savo,44,0,0,0
2020-04-18,HUS,2774,0,0,0
2020-04-18,Itä-Savo,10,0,0,0
2020-04-18,Kainuu,47,0,0,0
2020-04-18,Kanta-Häme,68,0,0,0
2020-04-18,Keski-Pohjanmaa,14,0,0,0
2020-04-18,Keski-Suomi,116,0,0,0
2020-04-18,Kymenlaakso,31,0,0,0
2020-04-18,Lappi,67,0,0,0
2020-04-18,Länsi-Pohja,81,0,0,0
